Reading additional input from stdin...
OpenAI Codex v0.133.0
--------
workdir: C:\Users\koosh\Dino\.claude\worktrees\swapguard
model: gpt-5.3-codex-spark
provider: openai
approval: never
sandbox: danger-full-access
reasoning effort: low
reasoning summaries: none
session id: 019e80d2-a918-7061-a740-8dc004cee17e
--------
user
P0 CRASH HARDENING (DINOForge). DINO crashed on skirmish load: AssetSwapSystem swapped a mesh whose Material used the built-in 'Standard' shader into a live entity; DINO's Hybrid Renderer V2 (HRV2/URP) only accepts SRP-Batcher-compatible URP shaders, so the renderer faulted -> native crash (no managed exception). A bad material must NEVER crash the game. Branch fix/swap-shader-guard-20260531. NO push/stash/--no-verify; git add only specific files. 

FIX in src/Runtime/Bridge/AssetSwapSystem.cs: before assigning a swapped Material to a live ECS entity (in the Material-resolve/apply path — find where ResolveReplacementAssets returns a Material and where it's set on RenderMesh), VALIDATE shader compatibility: check the material's shader is URP/SRP-Batcher compatible — e.g. material.shader.name starts with "Universal Render Pipeline/" OR FindPassTagValue/shader has SRP batcher support. If the shader is NOT URP-compatible (e.g. 'Standard', 'Legacy', 'Diffuse', built-in), SKIP that material swap (keep the mesh swap if mesh is fine, or skip both), LOG ONCE per bundle ('[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible'), and continue — never assign it. Add a static HashSet to log-once. netstandard2.0. Build: dotnet build src/Runtime/DINOForge.Runtime.csproj -c Release -p:TargetFramework=netstandard2.0 — exit 0. DO NOT deploy. Commit. CHANGELOG. Report: the guard code (file+lines), build exit, plainly: can a non-URP material now crash the renderer? NO expected.
codex
I’ll apply the guard in the `ResolveReplacementAssets`/`RenderMesh` assignment path inside `AssetSwapSystem.cs`, add a netstandard2.0-compatible one-time-per-bundle skip log, update `CHANGELOG.md`, then run the exact release build command and commit only touched files.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "ResolveReplacementAssets|RenderMesh|AssetSwapSystem|Apply|material|shader" src/Runtime/Bridge/AssetSwapSystem.cs' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 738ms:
28:    ///   4. The system also applies RenderMesh visual swaps for ECS entities matching
37:    ///   - Visual data is stored in RenderMesh shared components.
43:    ///   1. Build a test AssetBundle with a replacement mesh/material.
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Profiles\ProfileManager.cs(149,17): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Telemetry\MetricsCollector.cs(151,21): warning DF0105a: MetricsCollector has event subscription '_totalDurationMs += durationMs' but no Dispose/OnDestroy/OnDisable/Close method - handler can never unsubscribe [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(313,21): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(353,17): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Profiles\ProfileManager.cs(168,17): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Profiles\ProfileManager.cs(227,17): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MainMenuThemer.cs(141,52): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MainMenuThemer.cs(148,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MainMenuThemer.cs(189,38): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MainMenuThemer.cs(212,31): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\PackStatInjector.cs(145,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Settings\PackSettingsStore.cs(246,21): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Settings\PackSettingsStore.cs(217,32): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\AssetSwapSystem.cs(1129,21): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\AssetSwapSystem.cs(1135,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\ProjectileMeshSwapSystem.cs(150,21): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(481,101): warning DF1023: Catch block has no body. Exception is silently swallowed. Add logging or '// safe-swallow: <reason>' marker. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(488,111): warning DF1023: Catch block has no body. Exception is silently swallowed. Add logging or '// safe-swallow: <reason>' marker. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(481,101): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(488,111): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\ProjectileMeshSwapSystem.cs(252,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\CanvasReskinner.cs(75,21): warning DF0105a: CanvasReskinner has event subscription 'total += ReskinCanvas(canvas)' but no Dispose/OnDestroy/OnDisable/Close method - handler can never unsubscribe [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(605,88): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(609,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\ProjectileMeshSwapSystem.cs(276,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\CanvasReskinner.cs(130,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\CanvasReskinner.cs(150,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MenuThemeReader.cs(67,35): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MenuThemeReader.cs(77,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeUiHelper.cs(98,17): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Bridge\GameBridgeServer.cs(707,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeUiHelper.cs(200,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(1644,21): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(1661,21): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(809,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(2063,46): warning DF0116: Use `await` instead of `.Result` / `.Wait()`. Blocking on a task risks deadlock when continuations need the captured context. If unavoidable, document with `// sync-over-async-unavoidable: <reason>`. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\ModLoadingOverlay.cs(190,13): warning DF0105a: ModLoadingOverlay has event subscription '_fadeOutElapsed += deltaTime' but no Dispose/OnDestroy/OnDisable/Close method - handler can never unsubscribe [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeUiHelper.cs(278,13): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\HelpPanel.cs(227,31): warning DF0106: File.ReadAllText without explicit Encoding detected. Use SafeFileIO.ReadText(path) or pass Encoding.UTF8 explicitly. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\Plugin.cs(2280,17): warning DF0096: 'LogWarning' uses 'ex.Message' but does not pass 'ex' as an argument; the stack trace is lost. Pass the exception (e.g. 'LogWarning(ex, "...")') or interpolate '{ex}' (without .Message) to render ToString(). Suppress with '// pattern-96-ok: <reason>'. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeMenuInjector.cs(347,96): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeMenuInjector.cs(399,115): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\NativeMenuInjector.cs(419,107): warning DF0111: Catch block silently swallows exception. Log via `catch (Exception ex) {{ _logger.LogWarning(ex, "context"); }}`, document with `// safe-swallow: <reason>`, or remove the try/catch. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\LoadingScreenController.cs(351,17): warning DF0105: Found `_elapsed += dt` in class with Dispose/OnDestroy but no matching `-= dt` in cleanup. Add `_elapsed -= dt` in Dispose/OnDestroy to prevent listener leaks. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\LoadingScreenController.cs(363,21): warning DF0105: Found `_tipTimer += dt` in class with Dispose/OnDestroy but no matching `-= dt` in cleanup. Add `_tipTimer -= dt` in Dispose/OnDestroy to prevent listener leaks. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\LoadingScreenController.cs(418,17): warning DF0105: Found `elapsed += unscaledDeltaTime` in class with Dispose/OnDestroy but no matching `-= unscaledDeltaTime` in cleanup. Add `elapsed -= unscaledDeltaTime` in Dispose/OnDestroy to prevent listener leaks. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\UI\MainMenuThemer.cs(810,32): warning DF1009: `Enum.Parse` throws on unknown input. Use `Enum.TryParse(...)` for user-sourced strings (YAML enums, JSON discriminators). [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\ModPlatform.cs(1114,29): warning DF0105: Found `total += CountYamlTopLevelItems(yamlFile)` in class with Dispose/OnDestroy but no matching `-= CountYamlTopLevelItems(yamlFile)` in cleanup. Add `total -= CountYamlTopLevelItems(yamlFile)` in Dispose/OnDestroy to prevent listener leaks. [C:\Users\koosh\Dino\.claude\worktrees\swapguard\src\Runtime\DINOForge.Runtime.csproj::TargetFramework=netstandard2.0]
